idcuenta,moneda,saldo,estado
3690,Yuan Renminbi,1656694.91,False
3691,Rupiah,1501206.83,True
3692,Rupiah,1791518.23,False
3693,Real,635068.32,False
3694,Euro,816855.55,False
3695,Rupiah,229943.31,False
3696,Hryvnia,,True
3697,Yuan Renminbi,936766.74,False
3698,Yen,1783970.57,False
3699,Ruble,289401.62,
3700,Rupiah,,False
3701,Rupiah,933459.54,False
3702,,398306.2,False
3703,Peso,1905887.27,False
3704,Yuan Renminbi,697815.56,True
3705,Taka,1668007.71,False
3706,Sol,104594.89,False
3707,Zloty,1491216.92,False
3708,Pound,,False
3709,Yen,238873.64,True
3710,Peso,1299735.7,False
3711,,1972102.81,False
3712,Rupiah,495152.77,False
3713,Rupiah,855579.0,True
3714,Zloty,1633641.45,False
3715,Baht,1717743.43,True
3716,Real,1017393.07,False
3717,Peso,1048061.35,False
3718,Peso,1445.18,True
3719,Dollar,111704.24,False
3720,Lempira,963373.94,True
3721,Euro,1045253.5,False
3722,Dollar,1074702.31,False
3723,Kwacha,,
3724,Rupiah,1974389.44,True
3725,Rupiah,1616491.33,False
3726,Franc,1857718.69,False
3727,Pound,1761201.34,True
3728,,1629026.74,False
3729,Yuan Renminbi,1002936.03,True
3730,Yuan Renminbi,661759.78,True
3731,Yuan Renminbi,1132768.38,True
3732,Peso,,True
3733,Krona,1587599.09,True
3734,Rupiah,742717.41,False
3735,Krona,317295.95,True
3736,Yen,1133093.69,True
3737,Rupiah,1262407.5,False
3738,Peso,640137.88,True
3739,Euro,1073495.77,False
3740,,1044651.6,False
3741,Naira,1322086.98,True
3742,Rupiah,1097895.42,True
3743,Yuan Renminbi,1537996.97,True
3744,Lek,1793263.92,True
3745,Peso,1803123.52,False
3746,Yuan Renminbi,10495.55,False
3747,Peso,1354396.52,False
3748,Yuan Renminbi,440290.37,False
3749,Yuan Renminbi,1032891.19,False
3750,Dinar,604725.69,False
3751,Rupiah,,True
3752,Yuan Renminbi,1468508.19,True
3753,Afghani,1536384.65,False
3754,Ringgit,,
3755,Yuan Renminbi,1789282.89,False
3756,Yuan Renminbi,1300936.42,False
3757,Peso,1215901.9,False
3758,Franc,564391.96,True
3759,Yuan Renminbi,385322.82,True
3760,Ruble,549756.19,False
3761,Real,241066.84,False
3762,Rand,1957644.6,
3763,Pula,1274566.64,True
3764,Yuan Renminbi,233442.21,True
3765,Real,1639823.3,True
3766,Afghani,1109776.55,False
3767,Pound,1217147.02,False
3768,Dinar,1447702.87,True
3769,Euro,908343.78,True
3770,Peso,211787.17,True
3771,Rupiah,1720363.11,True
3772,Rupiah,196465.67,True
3773,Rupiah,866014.85,False
3774,Rupiah,1879412.25,False
3775,,1571532.09,False
3776,Pound,1246302.88,True
3777,Zloty,1262833.81,False
3778,Euro,377475.79,True
3779,Pound,1101639.91,True
3780,Dollar,1808422.01,True
3781,Naira,749561.43,False
3782,Euro,973890.4,False
3783,Euro,855472.89,True
3784,Peso,1512707.64,False
3785,Birr,410203.69,True
3786,Yuan Renminbi,1730648.18,
3787,Rand,1050068.98,False
3788,Krone,1676984.04,False
3789,Euro,1864624.11,True
3790,Krona,1011763.73,True
3791,Lari,999964.32,False
3792,Euro,591820.24,False
3793,Zloty,1909506.14,False
3794,Yuan Renminbi,768728.09,False
3795,Krona,,True
3796,Euro,,False
3797,Rial,506078.45,False
3798,Euro,856248.5,True
3799,Yuan Renminbi,1288991.6,
3800,Dollar,1791542.03,True
3801,Dollar,1772281.71,True
3802,Dollar,1856125.74,False
3803,Peso,1618564.87,False
3804,Yuan Renminbi,1823588.35,True
3805,Lempira,1080992.83,True
3806,Euro,1066453.94,False
3807,Euro,1954026.4,True
3808,Birr,,True
3809,Yen,1705009.26,True
3810,Euro,441445.62,True
3811,Dollar,624043.73,False
3812,Peso,375186.81,True
3813,Rand,690122.76,False
3814,Ruble,1669506.37,True
3815,Yuan Renminbi,1095241.45,
3816,Koruna,1767007.79,True
3817,Ruble,428018.46,False
3818,Kina,515920.01,True
3819,Euro,60373.57,False
3820,Rupiah,420454.74,False
3821,Euro,1000586.93,True
3822,Dollar,1144237.57,True
3823,Peso,1771307.11,False
3824,,786244.75,False
3825,Rupiah,,False
3826,Real,1354033.48,False
3827,Hryvnia,1212583.25,False
3828,Euro,1323051.62,False
3829,Peso,793931.53,False
3830,Yuan Renminbi,1283778.29,True
3831,Dollar,1578037.49,True
3832,Baht,492844.84,False
3833,Leu,325662.5,False
3834,Rupiah,1132808.06,True
3835,Rand,33608.01,False
3836,Yuan Renminbi,549815.28,False
3837,Koruna,1747352.51,True
3838,Euro,,False
3839,Peso,1978999.56,True
3840,Dinar,441875.88,False
3841,Hryvnia,569231.91,False
3842,Dollar,1595074.04,True
3843,,418765.11,True
3844,Euro,514174.82,True
3845,Yen,169463.86,True
3846,Krona,1553574.8,False
3847,Manat,679827.23,True
3848,Dollar,1049902.22,False
3849,Dollar,179742.43,True
3850,Lek,336195.22,True
3851,,1360442.83,False
3852,Rupiah,1644413.12,True
3853,,264491.34,False
3854,Ruble,1786383.43,True
3855,Peso,248176.29,True
3856,Dong,114513.77,True
3857,Yuan Renminbi,247119.97,False
3858,Taka,1642738.71,True
3859,Yen,973482.05,False
3860,Lek,13590.48,False
3861,Dollar,988079.73,True
3862,Real,743838.31,True
3863,Yuan Renminbi,694736.15,False
3864,Sol,1961219.3,False
3865,Yuan Renminbi,1751343.5,True
3866,Franc,1705565.54,False
3867,Franc,1200212.57,False
3868,Yuan Renminbi,1255514.84,False
3869,Yuan Renminbi,1879811.49,True
3870,Rupiah,1793001.5,False
3871,Yuan Renminbi,1056063.55,False
3872,Euro,1133995.86,True
3873,Yuan Renminbi,,False
3874,,1742881.74,
3875,Tugrik,,True
3876,Rupee,1673740.54,False
3877,Yuan Renminbi,232896.55,True
3878,Peso,970030.45,False
3879,,1409317.89,True
3880,Koruna,,True
3881,Dinar,180343.84,True
3882,Som,431107.75,
3883,Krona,854303.83,True
3884,Euro,1535229.48,False
3885,,1356641.62,True
3886,Zloty,1778137.0,True
3887,Shilling,340965.05,False
3888,Hryvnia,508587.74,True
3889,Rupiah,883705.06,True
3890,Leu,,False
3891,Shilling,714426.6,False
3892,Zloty,52516.54,True
3893,Euro,456202.29,True
3894,Euro,949684.83,
3895,Zloty,1751781.62,
3896,Yuan Renminbi,718996.86,False
3897,Tugrik,1155627.75,True
3898,,1517567.67,True
3899,Shekel,360721.98,
3900,Rupiah,905833.28,False
3901,Peso,1383929.35,True
3902,Yen,651426.56,True
3903,Yuan Renminbi,828001.08,False
3904,Rupiah,1765422.26,False
3905,Real,385026.32,True
3906,Dirham,1599009.55,False
3907,Yuan Renminbi,1249882.6,True
3908,Franc,268193.05,False
3909,Euro,722779.52,False
3910,Rupiah,443646.41,True
3911,Tugrik,798139.52,True
3912,Koruna,1786023.97,True
3913,Kuna,204056.62,False
3914,Yuan Renminbi,726021.72,False
3915,Real,696229.05,True
3916,Ruble,622971.36,False
3917,Euro,1703039.87,True
3918,Peso,1134525.29,
3919,Krona,1152553.68,False
3920,Yuan Renminbi,1631382.44,True
3921,Real,1975330.2,True
3922,Yuan Renminbi,1951038.71,False
3923,Rupiah,1869561.9,True
3924,Yen,530285.23,True
3925,Yuan Renminbi,1760989.58,True
3926,Rupiah,974387.15,True
3927,Gourde,1273431.77,False
3928,Yuan Renminbi,1588342.29,False
3929,Ruble,716833.25,False
3930,Yuan Renminbi,297915.48,True
3931,Peso,1041504.76,True
3932,Yuan Renminbi,1304366.97,False
3933,Zloty,155193.8,True
3934,Rial,145521.04,False
3935,Rupiah,890820.63,False
3936,Sol,354349.41,True
3937,Euro,,True
3938,Boliviano,501924.69,True
3939,Real,528771.63,True
3940,Yuan Renminbi,1357134.46,True
3941,Real,764262.73,False
3942,Euro,416669.39,True
3943,Yuan Renminbi,1586431.36,False
3944,Rupiah,1978478.33,True
3945,Rupiah,115505.87,True
3946,Yuan Renminbi,1935041.39,False
3947,,253821.35,False
3948,Peso,1287643.57,True
3949,Real,1879824.44,
3950,Rupiah,613501.01,False
3951,Rupee,285394.29,True
3952,Dollar,511276.4,False
3953,Yuan Renminbi,1879449.15,True
3954,Naira,50677.42,True
3955,Dollar,285452.01,False
3956,Dollar,1857544.39,False
3957,Riels,1936850.29,False
3958,Bolivar,691612.53,False
3959,Yuan Renminbi,,True
3960,Real,1023707.35,False
3961,Ariary,,False
3962,Yuan Renminbi,1836061.91,False
3963,Yen,1621005.99,False
3964,Euro,1804641.58,False
3965,Ruble,71017.96,True
3966,Ruble,1174301.79,False
3967,Euro,1020360.94,True
3968,Sol,1882548.08,
3969,Yuan Renminbi,1867650.04,False
3970,Yen,924300.87,False
3971,Baht,807629.7,True
3972,Rupiah,378144.95,False
3973,,162929.74,False
3974,Peso,1646074.78,True
3975,Peso,994064.76,False
3976,Yuan Renminbi,726743.45,False
3977,Yuan Renminbi,611481.05,True
3978,Euro,306228.45,True
3979,Euro,764279.28,False
3980,Koruna,771758.86,False
3981,,1969247.74,True
3982,,854870.56,True
3983,Real,1249746.0,True
3984,Dinar,1434456.17,True
3985,Euro,1761779.45,True
3986,Peso,60039.28,True
3987,Euro,1521906.87,True
3988,Rial,843852.78,True
3989,Sol,339315.96,False
3990,Koruna,442522.54,True
3991,Krona,819252.02,True
3992,Rupiah,1094732.73,False
3993,Afghani,781956.55,True
3994,Rupiah,1705425.79,False
3995,Euro,1737899.5,
3996,Dollar,1471505.27,True
3997,Rupiah,11777.86,False
3998,Euro,8765.85,False
3999,Hryvnia,836139.51,False
4000,Euro,399650.29,True
4001,Dinar,219197.37,False
4002,Baht,1553811.82,False
4003,Koruna,926141.8,True
4004,Yuan Renminbi,762627.91,False
4005,Yuan Renminbi,186314.37,False
4006,Rupiah,766206.6,False
4007,Rupee,1406499.21,True
4008,Baht,1280574.83,True
4009,Rupiah,1491121.24,True
4010,Yuan Renminbi,1007416.72,False
4011,Euro,401892.32,True
4012,Rupiah,,False
4013,Ruble,1915113.19,False
4014,Euro,1633778.08,
4015,Rupiah,390211.53,True
4016,Rupiah,904813.22,True
4017,Yuan Renminbi,278155.66,True
4018,Colon,1602556.86,False
4019,Sol,357577.13,False
4020,,818528.91,True
4021,Yuan Renminbi,624603.67,False
4022,Lempira,723098.63,False
4023,Denar,679900.52,True
4024,Dong,1066234.42,False
4025,Peso,689536.37,True
4026,Rupee,878878.54,True
4027,Rupiah,1298764.64,False
4028,Yuan Renminbi,1387156.71,True
4029,Yuan Renminbi,1499565.84,True
4030,Koruna,364356.55,True
4031,Dollar,796581.09,True
4032,,72311.12,False
4033,Franc,1163139.18,True
4034,Rupiah,1691437.85,False
4035,Peso,481574.25,True
4036,Real,,False
4037,Euro,1381304.45,True
4038,Rupee,1665491.32,False
4039,Krone,342425.6,False
4040,Yuan Renminbi,1892039.49,True
4041,Rupee,1875602.78,True
4042,Peso,1779719.54,True
4043,Real,1725096.93,True
4044,Euro,985030.28,False
4045,Ruble,688985.33,True
4046,Peso,1633648.95,False
4047,Dollar,76393.83,
4048,Yuan Renminbi,322307.54,True
4049,Zloty,1030448.34,True
4050,Euro,1509140.07,True
4051,Yuan Renminbi,1697200.89,
4052,Krona,1524685.36,False
4053,Real,619881.2,False
4054,Baht,659665.72,True
4055,Ruble,1747253.27,True
4056,Yuan Renminbi,733322.61,True
4057,Dollar,1875730.2,True
4058,Yuan Renminbi,315641.59,True
4059,Euro,300815.53,False
4060,Rupiah,1451632.38,True
4061,Pound,1561248.24,True
4062,Yuan Renminbi,1592546.56,
4063,Real,,False
4064,Dollar,268379.17,True
4065,Dollar,1977030.06,False
4066,Peso,1465491.22,False
4067,Dong,,True
4068,Rupee,508959.41,True
4069,Euro,1568839.17,False
4070,Yuan Renminbi,1273116.13,True
4071,Yen,804406.49,True
4072,Peso,993782.59,True
4073,Rupiah,811063.6,True
4074,Franc,333578.21,False
4075,Yuan Renminbi,1484762.88,False
4076,Forint,428690.69,True
4077,Yuan Renminbi,1580231.7,False
4078,Quetzal,762914.51,True
4079,Yuan Renminbi,1428512.37,False
4080,Yen,1419165.12,False
4081,,1621506.87,
4082,Kwacha,1064267.45,True
4083,Euro,476953.05,False
4084,Baht,1899189.53,True
4085,,921194.73,False
4086,Euro,1349036.3,False
4087,Euro,420892.09,
4088,Euro,,True
4089,Baht,22861.07,False
4090,Koruna,,True
4091,Koruna,575438.17,True
4092,Ruble,1751463.53,True
4093,Ruble,739073.34,False
4094,Euro,498942.35,False
4095,,92200.96,True
4096,Rupiah,1440953.37,False
4097,Dinar,444037.03,False
4098,Franc,657147.79,True
4099,Yuan Renminbi,387673.98,True
4100,Peso,821614.69,True
4101,Yuan Renminbi,1539170.58,True
4102,Sol,109341.94,False
4103,Dollar,,True
4104,Yuan Renminbi,1472129.96,True
4105,,1418385.56,True
4106,Yuan Renminbi,614990.68,False
4107,Rupiah,1573209.39,True
4108,,1842588.98,False
4109,Yuan Renminbi,1804015.06,True
4110,Rupiah,1679046.38,True
4111,Real,,True
4112,Koruna,1808948.77,True
4113,Dollar,683060.15,True
4114,Euro,,False
4115,Ruble,1807889.49,False
4116,Dollar,50060.56,True
4117,Rand,1285285.39,False
4118,Yen,1747123.08,False
4119,,986335.06,True
4120,Rupiah,1428193.92,False
4121,Krona,2406.12,False
4122,Zloty,,False
4123,Ruble,290156.07,False
4124,,1547662.3,True
4125,Yuan Renminbi,1589636.47,True
4126,Ruble,738047.8,False
4127,,19602.74,True
4128,Euro,242588.81,True
4129,Yuan Renminbi,526113.28,False
4130,Yuan Renminbi,1783159.7,True
4131,Shilling,491363.52,False
4132,Dong,281340.22,False
4133,Peso,1322005.64,False
4134,Afghani,1469394.95,True
4135,Won,768868.54,False
4136,Rand,1583988.93,False
4137,Real,1978597.08,True
4138,Real,52410.6,False
4139,Yuan Renminbi,1256249.86,True
4140,Rupiah,971595.67,True
4141,Yuan Renminbi,921990.11,True
4142,Sol,1501799.4,True
4143,Ruble,801175.5,True
4144,,564418.84,False
4145,Rupiah,931638.4,False
4146,Sol,647166.61,False
4147,Euro,794753.23,True
4148,,,True
4149,Quetzal,909116.06,True
4150,Ruble,141448.6,False
4151,Gourde,213029.51,True
4152,Euro,987775.77,True
4153,Yuan Renminbi,1970164.41,False
4154,Pula,608975.54,True
4155,Ruble,1757570.9,True
4156,Yuan Renminbi,682346.81,False
4157,Bolivar,1178758.06,True
4158,Peso,1765856.04,False
4159,Peso,1401062.77,False
4160,,1948014.26,True
4161,Yuan Renminbi,1088041.95,True
4162,Zloty,1964600.48,False
4163,Dinar,1713059.97,False
4164,Peso,347470.39,True
4165,Euro,1931985.99,False
4166,,93095.17,False
4167,Rupiah,1364393.25,True
4168,Yuan Renminbi,76047.27,False
4169,,955056.4,True
4170,,500798.87,False
4171,Euro,1552418.0,False
4172,Euro,761083.8,True
4173,Euro,162604.36,True
4174,Krona,1051577.15,False
4175,Pataca,1075669.06,False
4176,Euro,1709369.2,True
4177,Yuan Renminbi,325626.55,False
4178,Balboa,1831905.69,True
4179,Euro,561035.8,True
4180,Yuan Renminbi,572648.13,False
4181,Rupiah,526588.61,True
4182,Real,1401412.94,True
4183,Dinar,1735633.51,True
4184,Peso,961814.19,False
4185,Euro,1296446.14,False
4186,Zloty,616713.95,True
4187,Sol,990267.05,True
4188,Peso,686388.22,False
4189,Peso,626830.2,
4190,Real,345102.59,True
4191,Tenge,169898.53,True
4192,Peso,683665.48,False
4193,Ruble,1613571.95,False
4194,Yuan Renminbi,1709505.01,False
4195,Zloty,1883431.92,True
4196,Yuan Renminbi,1885113.78,True
4197,Manat,1675140.32,False
4198,Euro,988351.21,False
4199,Yuan Renminbi,1447355.53,True
4200,Peso,795047.62,True
4201,Dollar,667225.52,False
4202,Kwacha,1290632.99,True
4203,Euro,596584.78,True
4204,Yuan Renminbi,621631.29,True
4205,Pound,19596.71,False
4206,Yuan Renminbi,440722.48,False
4207,Euro,1901757.13,True
4208,Peso,1052009.8,False
4209,Ruble,1448817.09,True
4210,Shilling,1784006.5,True
4211,Som,737609.26,True
4212,Peso,855702.97,False
4213,Kwacha,936291.45,False
4214,Euro,268000.27,True
4215,Franc,1052061.25,True
4216,Yuan Renminbi,1309403.93,False
4217,Yuan Renminbi,1860673.66,True
4218,Real,1075078.87,
4219,Lari,1545115.46,True
4220,,316888.28,True
4221,Naira,866698.29,True
4222,,1224104.99,False
4223,Euro,,False
4224,Hryvnia,1492616.03,True
4225,Franc,187787.94,True
4226,Ringgit,1985538.63,True
4227,Peso,178135.91,True
4228,Kwanza,1125349.77,False
4229,Yuan Renminbi,,False
4230,Naira,1793411.71,False
4231,Euro,1382191.04,True
4232,,1565751.47,
4233,Kwanza,,True
4234,Yuan Renminbi,121954.6,False
4235,Real,69046.48,True
4236,Won,,True
4237,Rupiah,1137933.21,True
4238,Real,1601653.04,False
4239,Rupiah,110206.2,True
4240,Koruna,914717.34,True
4241,Dong,1850028.21,True
4242,Euro,189404.46,False
4243,Krona,560255.36,False
4244,Rupiah,588851.43,False
4245,Rand,1112000.58,True
4246,Rial,1448502.22,False
4247,Euro,544380.77,False
4248,Dollar,874588.35,True
4249,Ruble,1146289.07,False
4250,Rupiah,501059.38,True
4251,,735045.1,False
4252,Dram,1848625.19,False
4253,Franc,1576591.35,True
4254,Franc,111696.51,True
4255,Euro,1132913.49,True
4256,Peso,328293.97,False
4257,Yen,850923.18,True
4258,Euro,829004.66,True
4259,Yuan Renminbi,1151190.59,True
4260,Yuan Renminbi,661554.91,False
4261,Yuan Renminbi,505706.91,True
4262,Dollar,510166.28,True
4263,,1907214.84,False
4264,Dirham,656118.72,True
4265,Yen,245139.86,False
4266,Pound,336446.64,False
4267,Peso,371246.69,False
4268,Euro,1649994.04,True
4269,Real,1602982.81,True
4270,Rupiah,453179.76,True
4271,Krona,266054.45,True
4272,Koruna,1081243.97,True
4273,Naira,1690902.59,True
4274,Ruble,1177967.67,True
4275,Naira,611968.15,True
4276,Yuan Renminbi,27446.25,True
4277,Won,1134403.56,True
4278,Yuan Renminbi,1948980.86,False
4279,Peso,157733.35,True
4280,Tenge,1530661.06,True
4281,Euro,1857598.74,False
4282,Euro,1199917.0,
4283,Peso,381669.16,True
4284,Peso,1507826.15,False
4285,Sol,738876.1,True
4286,Dram,290666.09,True
4287,Rupiah,982084.52,False
4288,Yuan Renminbi,558949.13,True
4289,Sol,230496.78,False
4290,Peso,884614.19,False
4291,Peso,191139.68,True
4292,Sol,1734322.54,True
4293,Won,787209.7,False
4294,Zloty,201292.17,True
4295,Yuan Renminbi,1941866.68,False
4296,Euro,1489285.89,True
4297,Sol,829845.2,False
4298,Dinar,672020.61,False
4299,,123933.67,True
4300,Ruble,1914141.29,
4301,Real,779535.04,True
4302,Zloty,,False
4303,Euro,1580221.16,True
4304,Yuan Renminbi,333416.79,True
4305,Euro,621846.78,False
4306,Yuan Renminbi,653230.03,True
4307,Yuan Renminbi,1268333.51,True
4308,Ruble,610132.67,False
4309,Euro,1392140.86,False
4310,Yuan Renminbi,1006391.08,False
4311,Euro,168493.63,False
4312,Baht,691834.59,True
4313,Ruble,,False
4314,Peso,30783.39,
4315,Euro,197189.08,True
4316,Quetzal,964500.74,
4317,Zloty,1553138.66,True
4318,Yuan Renminbi,1175712.46,False
4319,Peso,1836693.73,False
4320,Ruble,770468.84,False
4321,Litas,1869700.2,True
4322,Rupee,1841505.05,True
4323,Ruble,1760518.23,True
4324,Kyat,638818.09,True
4325,Peso,300277.4,False
4326,Real,1578524.82,True
4327,Rupiah,1984828.13,False
4328,Rupiah,998487.94,False
4329,Yuan Renminbi,273461.5,True
4330,Dollar,198318.73,False
4331,Shilling,951911.36,False
4332,Lek,1636454.14,False
4333,Pula,1919529.99,False
4334,Yuan Renminbi,1335544.04,True
4335,Rial,,True
4336,Rupiah,320383.06,False
4337,Euro,411366.3,True
4338,Dirham,797212.63,False
4339,Peso,256539.5,False
4340,Dollar,1934193.05,True
4341,Yuan Renminbi,697713.5,False
4342,Zloty,1727967.23,False
4343,Peso,1468548.67,True
4344,Pound,1635561.44,False
4345,Hryvnia,740637.08,False
4346,Euro,1533642.99,True
4347,Rupiah,701149.23,True
4348,Rupiah,221660.45,True
4349,Real,559070.34,True
4350,,733492.58,False
4351,Rupiah,129504.67,True
4352,Ruble,966050.43,True
4353,Peso,926638.19,True
4354,Krona,1280522.0,False
4355,Peso,10435.59,
4356,Yuan Renminbi,1144978.94,False
4357,Pound,156344.54,True
4358,Krona,520155.22,
4359,Yen,545359.67,False
4360,Lev,1879901.72,False
4361,Yuan Renminbi,1462055.12,False
4362,Yuan Renminbi,1919229.86,True
4363,Peso,540601.12,True
4364,Euro,1037493.9,True
4365,Rupiah,1104483.2,True
4366,Krona,1934147.82,True
4367,Yuan Renminbi,536133.16,True
4368,Yuan Renminbi,1775992.92,False
4369,Yuan Renminbi,1553767.06,False
4370,Koruna,229001.94,True
4371,Manat,1245101.25,True
4372,Ruble,891811.8,
4373,Won,1825112.47,False
4374,Peso,1690757.28,True
4375,Rand,128296.29,False
4376,Dollar,73410.9,
4377,Euro,1400954.85,False
4378,Rupiah,1726523.88,True
4379,Peso,1298001.66,True
4380,Afghani,29586.17,True
4381,Lev,545549.24,True
4382,Hryvnia,744276.76,True
4383,Rupiah,171221.61,False
4384,Real,,True
4385,Pound,1719456.31,True
4386,Rand,1682739.48,True
4387,Peso,487505.34,True
4388,Rupiah,559244.53,False
4389,Yen,895671.74,False
4390,Franc,1547500.55,True
4391,Dinar,1077029.06,True
4392,Rial,1194951.87,False
4393,Koruna,1758352.59,True
4394,Ruble,1670258.8,False
4395,Real,1511206.55,True
4396,,588473.17,False
4397,Yuan Renminbi,1365251.62,True
4398,Lempira,1062256.87,False
4399,Kyat,445469.7,False
4400,Ruble,1888756.83,True
4401,Peso,1971006.84,False
4402,Euro,453077.35,False
4403,Dollar,105405.46,True
4404,Krona,390794.26,True
4405,Yuan Renminbi,500418.32,False
4406,Kina,1592419.65,True
4407,Real,1909938.55,True
4408,Yuan Renminbi,373836.75,False
4409,,314004.86,False
4410,Real,1288365.93,False
4411,Yuan Renminbi,26338.05,False
4412,Dong,321013.19,True
4413,Yuan Renminbi,941078.94,True
4414,Yuan Renminbi,156358.42,False
4415,Peso,,True
4416,Rupiah,750460.04,False
4417,Zloty,493299.91,True
4418,Rupiah,1631370.06,True
4419,Real,995492.36,False
4420,Dollar,886862.58,False
4421,Dollar,1007358.01,False
4422,,,False
4423,Peso,620807.14,False
4424,Rand,957485.93,False
4425,Yuan Renminbi,907688.47,False
4426,Koruna,636356.94,False
4427,Shekel,988144.41,True
4428,Krona,428844.1,False
4429,Euro,1466766.93,False
4430,Yuan Renminbi,1927521.44,False
4431,Peso,1179948.28,False
4432,Gourde,1567155.03,True
4433,Dollar,1597044.65,False
4434,Peso,1647266.15,False
4435,Rupiah,838386.8,False
4436,Manat,1262350.88,
4437,Franc,1690609.61,
4438,Rupiah,1106551.28,True
4439,Tugrik,631211.17,False
4440,Ruble,1999143.08,True
4441,Ruble,766925.06,True
4442,Rupiah,462393.98,True
4443,Peso,1448349.32,False
4444,Yuan Renminbi,973135.34,True
4445,Afghani,1901272.22,True
4446,Real,162509.77,True
4447,Shekel,1800718.57,True
4448,Euro,,False
4449,,1769322.23,False
4450,Peso,473298.57,
4451,,239333.62,True
4452,Dong,364504.33,False
4453,Kuna,970636.51,False
4454,Euro,339136.27,True
4455,Yuan Renminbi,1178094.37,False
4456,Rupiah,144707.91,False
4457,Yen,1730680.81,True
4458,Dollar,1154591.92,True
4459,Baht,1388475.65,True
4460,Euro,737824.16,False
4461,Lev,422411.96,True
4462,Peso,1035322.98,False
4463,Dollar,1633900.09,True
4464,Euro,785806.31,True
4465,,924877.12,True
4466,Ariary,828183.87,False
4467,Baht,1973546.65,False
4468,Real,,True
4469,Koruna,260172.34,False
4470,Peso,,False
4471,Euro,388287.18,False
4472,Yuan Renminbi,,False
4473,Ruble,673016.22,False
4474,Yuan Renminbi,105347.01,False
4475,Yuan Renminbi,1103245.16,True
4476,Real,1697563.42,False
4477,Afghani,1328980.37,False
4478,Yuan Renminbi,102120.53,False
4479,Yuan Renminbi,1749239.55,False
4480,Yen,275003.45,False
4481,Peso,1665310.55,False
4482,Rupiah,930334.67,True
4483,Peso,1811134.82,False
4484,Franc,60376.48,False
4485,Yuan Renminbi,1198474.92,True
4486,Yuan Renminbi,334225.73,True
4487,Zloty,133080.74,False
4488,Real,1847496.78,False
4489,Rupiah,546474.16,True
4490,Koruna,237690.75,False
4491,Euro,124495.1,True
4492,Euro,1357793.21,False
4493,Hryvnia,1088200.68,
4494,Peso,304312.74,True
4495,Dinar,1803641.76,False
4496,Yuan Renminbi,779362.24,False
4497,Dinar,365915.92,True
4498,Colon,1724099.07,True
4499,Yuan Renminbi,287367.5,True
4500,Zloty,471445.81,False
4501,Yuan Renminbi,1790524.22,True
4502,Zloty,1231605.47,False
4503,Ruble,8553.41,False
4504,Rupiah,,True
4505,Peso,263674.92,True
4506,Pound,539049.06,False
4507,Euro,1466416.91,True
4508,Euro,843873.15,False
4509,Won,672697.27,
4510,Naira,1740101.15,True
4511,Yuan Renminbi,1762794.54,False
4512,Bolivar,1262139.19,True
4513,Yuan Renminbi,,True
4514,Dollar,978757.39,False
4515,Zloty,438013.34,False
4516,Yuan Renminbi,93860.94,True
4517,Ruble,1210643.93,True
4518,Rial,524925.62,True
4519,Lev,763312.19,True
4520,Zloty,1347881.78,False
4521,Peso,367339.59,True
4522,Balboa,880625.83,True
4523,Dollar,,False
4524,,1588479.02,False
4525,Yen,891824.75,True
4526,Krona,261741.84,False
4527,Ruble,1798403.39,False
4528,Krone,1045381.42,False
4529,Cedi,947782.51,True
4530,Dong,916930.83,False
4531,Ruble,1449277.18,True
4532,Franc,28310.78,False
4533,,128550.84,True
4534,Rial,,False
4535,Dollar,1791120.47,True
4536,Dinar,792815.37,True
4537,Quetzal,1280594.45,True
4538,Baht,1544933.94,True
4539,Euro,1887420.97,False
4540,,,True
4541,Peso,123472.69,True
4542,Yuan Renminbi,1349248.84,True
4543,Peso,27989.39,True
4544,Ruble,773889.23,False
4545,Euro,1120931.85,True
4546,Tenge,74784.23,True
4547,Yuan Renminbi,1203692.79,False
4548,Yuan Renminbi,1540108.12,True
4549,Dollar,1392966.82,False
4550,Marka,802853.84,False
4551,Lev,553190.85,True
4552,Baht,1480370.84,False
4553,Peso,1803409.4,True
4554,Zloty,993379.06,False
4555,Rupiah,1086055.43,True
4556,Peso,1014604.19,False
4557,Quetzal,1122400.32,False
4558,Zloty,418474.75,True
4559,Euro,264225.84,True
4560,Peso,,False
4561,Yuan Renminbi,1962514.88,True
4562,Euro,291404.82,True
4563,Euro,360177.27,True
4564,Yuan Renminbi,309960.21,True
4565,Yuan Renminbi,280854.35,False
4566,Quetzal,1603066.36,True
4567,Zloty,1047217.99,
4568,Yuan Renminbi,1364318.55,False
4569,Naira,863135.23,True
4570,Euro,735451.22,False
4571,,927132.2,
4572,Ruble,1799449.59,False
4573,Rupiah,916191.29,True
4574,Ruble,573133.84,True
4575,Peso,1342916.34,True
4576,Yuan Renminbi,686955.26,True
4577,Baht,565853.68,False
4578,Real,515851.63,False
4579,Yuan Renminbi,973022.35,True
4580,Zloty,1845472.17,True
4581,Hryvnia,600216.05,False
4582,Peso,930291.42,True
4583,Peso,884236.39,False
4584,Kuna,330380.6,True
4585,,227442.8,True
4586,Euro,1035806.21,False
4587,,831303.65,True
4588,,328945.67,False
4589,Sol,,False
4590,Dong,174422.26,True
4591,Rupee,645619.67,False
4592,Franc,49771.19,False
4593,Real,257024.69,False
4594,Yuan Renminbi,1144296.38,True
4595,Real,1193938.17,False
4596,Euro,887404.16,False
4597,Sol,401100.28,False
4598,Peso,12965.12,False
