idlibro,idtransaccion,saldo,monto,fechalibro
668,3658,305945.31,36572.31,2023-09-12
669,108,980869.35,107910.33,2026-06-04
670,650,557664.8,663342.2,2025-06-23
671,2294,319210.17,671080.21,2023-05-24
672,1720,836034.6,533177.71,
673,2166,364972.74,761161.86,2026-08-18
674,1978,885487.13,77692.25,2025-04-30
675,1733,,151248.06,2026-12-13
676,498,969673.81,98441.13,2024-10-22
677,3432,740794.02,505255.17,2026-09-15
678,3502,610576.81,418446.48,2023-12-16
679,2485,71812.04,456985.28,2024-07-29
680,857,744497.09,815991.18,2022-11-26
681,1093,522634.8,182121.11,2023-12-19
682,4565,775010.89,326689.35,
683,4116,405715.56,669221.7,2026-08-02
684,1436,707358.42,,2024-05-01
685,4389,577532.58,198051.32,2025-08-24
686,347,242978.87,46963.63,2025-07-14
687,3750,841930.8,482564.54,2026-02-11
688,4527,603881.44,242652.2,2026-10-17
689,4644,394439.7,466003.64,2023-05-24
690,2452,7034.5,164658.14,2026-05-14
691,3839,902876.29,549892.61,2026-11-29
692,1869,160183.43,399513.66,2023-01-14
693,3979,926705.03,523786.74,2026-12-05
694,427,434702.25,573097.69,2025-09-15
695,1715,971456.06,816774.63,2025-03-22
696,3880,677617.74,652128.98,2024-04-24
697,2712,,652074.65,
698,684,933056.16,254022.34,2025-10-17
699,4632,225753.94,953858.85,2026-07-09
700,1965,65179.82,974805.29,2023-02-07
701,4989,432841.53,421639.03,2022-09-26
702,1607,982606.11,30637.65,2023-02-10
703,3517,970722.46,326606.87,2024-09-13
704,213,860239.5,269851.23,2024-06-07
705,181,862333.92,743273.57,2026-02-15
706,765,655416.94,73799.48,2024-05-09
707,3226,475677.8,333399.38,2022-12-26
708,4522,611008.59,686265.68,2025-05-03
709,1382,,668512.56,2024-12-07
710,2706,160877.7,332704.48,2022-07-17
711,1171,326670.55,596311.44,2023-01-24
712,1240,575248.42,136719.99,2026-01-07
713,1409,669038.95,23922.83,2022-10-24
714,2257,215836.64,,2023-01-19
715,4932,422295.46,669623.7,2026-11-29
716,2983,536547.55,630182.2,2025-10-25
717,302,106143.57,567971.2,2025-04-18
718,4965,,900420.21,2026-03-22
719,3036,835914.75,225503.98,2025-03-27
720,4393,526923.09,787721.94,2025-08-25
721,2447,31276.11,993009.62,2025-04-22
722,4856,554707.8,927131.19,2023-03-27
723,4997,271219.93,402706.57,2025-01-28
724,2346,969435.28,120224.51,2025-01-11
725,2329,432845.65,50153.57,2023-12-01
726,4260,787362.5,791613.99,2025-05-14
727,3006,43172.84,564908.59,2025-05-30
728,85,365945.01,807395.46,2024-09-02
729,4559,455642.42,711106.41,2024-04-13
730,4811,867475.98,601928.23,2023-10-09
731,4675,827544.11,482505.65,
732,3884,782477.26,587419.66,2023-01-16
733,1089,75124.83,267356.78,2026-11-15
734,264,60271.84,,2025-07-19
735,2431,619938.53,252343.2,2026-02-01
736,745,448011.07,830174.48,2023-09-10
737,1266,753461.39,446467.67,2025-11-19
738,841,419094.37,349832.47,2024-08-15
739,3546,,382881.66,2026-08-22
740,241,697516.77,739603.24,2026-09-02
741,1673,544272.48,352204.37,2026-01-27
742,2663,324814.88,344145.71,2024-06-06
743,86,626258.92,817104.83,2022-08-09
744,3081,239174.04,298469.51,2024-01-29
745,3474,,820932.26,2023-04-20
746,3977,459396.81,17191.15,2024-10-04
747,1098,910230.05,191788.27,2025-11-11
748,3009,288675.22,747548.14,2024-04-19
749,2055,281282.18,672407.45,2025-12-30
750,4375,823383.99,20055.15,2023-06-23
751,1384,412538.84,364000.23,2023-07-19
752,868,478793.64,327538.17,2023-10-09
753,4990,650722.16,942265.16,2023-03-17
754,1099,932125.12,256366.73,2023-03-23
755,515,999879.91,872191.14,2024-07-15
756,3116,691405.26,,2023-02-11
757,2216,649858.08,955126.75,2024-07-05
758,2101,260275.05,557343.62,
759,2275,58123.69,839174.39,2023-05-13
760,1587,625844.54,326988.24,2026-07-07
761,1245,763672.98,347783.07,2022-09-25
762,1977,152522.5,,2026-06-10
763,4366,477115.03,87830.47,2026-12-11
764,86,958864.18,28702.62,2025-01-11
765,4323,664540.32,370561.81,2022-08-04
766,997,308640.82,794049.91,2023-11-05
767,3753,176447.65,843123.13,2025-09-10
768,4551,457159.4,492448.4,2026-11-18
769,862,391058.34,506980.56,2023-07-10
770,2301,590259.93,881486.58,2023-09-16
771,2600,979032.29,412451.14,2024-01-16
772,2931,423064.18,874145.18,2026-08-08
773,2223,111977.14,802962.91,2026-05-10
774,3213,980406.82,,2023-05-24
775,4476,74896.13,282423.28,2025-10-09
776,4987,100206.21,41740.01,2026-11-25
777,1295,224513.15,872233.76,2025-07-09
778,4141,857524.5,,2025-01-22
779,3482,936844.97,352211.52,2023-10-13
780,1582,695316.29,611187.68,2022-09-10
781,4319,679937.79,139104.65,2026-11-29
782,1695,250892.08,43857.59,2026-05-09
783,2466,908988.0,31455.17,2023-09-20
784,2304,280532.0,250917.38,2024-06-13
785,2911,826184.32,681242.47,2026-08-19
786,2537,749305.47,779341.49,2023-09-15
787,122,811067.06,748157.23,2025-10-29
788,1706,537528.35,4851.56,2025-06-09
789,2198,687559.1,535873.22,2025-12-24
790,1253,243675.39,76269.54,2026-03-11
791,714,473132.75,74741.22,2024-04-09
792,4664,665718.9,533715.65,2024-12-29
793,1968,363007.75,614093.82,
794,4662,956073.27,690298.98,2025-03-18
795,2139,223169.08,213454.49,
796,3661,783029.85,158602.81,2022-07-01
797,3776,,90526.64,2024-05-22
798,24,106625.73,220452.07,2025-01-27
799,2191,811586.05,983501.43,2024-04-11
800,1930,535487.61,290910.95,2022-08-08
801,361,,330442.46,2024-10-22
802,622,247904.55,769983.31,2022-11-21
803,3889,435896.24,900726.17,2022-10-01
804,4224,953506.42,411901.14,2023-12-26
805,3771,321447.12,457408.16,2026-01-13
806,1210,320356.18,89168.15,2025-02-27
807,108,466711.3,311784.58,2025-08-28
808,277,801940.79,,
809,3955,805927.59,724997.02,2023-04-15
810,3060,391576.25,888597.31,2024-09-20
811,1083,671999.48,303760.19,2026-10-30
812,4722,642936.23,725744.97,2026-05-24
813,540,631189.53,770411.48,2023-03-29
814,2962,764257.41,,2025-04-12
815,473,563434.37,271.9,2022-08-21
816,4226,831380.29,441813.25,2023-11-08
817,4322,741185.86,41336.22,2026-05-10
818,2053,936598.56,358478.1,2026-11-09
819,1642,933520.77,121897.56,2022-07-31
820,464,,448271.45,2023-05-17
821,3999,867039.61,512287.53,2026-07-01
822,2782,296701.83,346549.66,2026-06-17
823,2149,895579.71,48937.87,2026-10-22
824,2755,964600.51,881515.63,2024-06-18
825,1547,393301.1,537773.98,2023-05-14
826,4618,830518.03,408430.16,2022-11-26
827,4216,428651.81,736298.7,2026-03-05
828,1275,579645.16,245923.95,2024-09-22
829,855,35448.32,391035.03,2022-09-29
830,2838,354942.74,612472.18,2022-07-27
831,26,843600.77,330042.89,2026-07-28
832,2222,953484.57,820415.87,2026-05-19
833,563,960124.4,804708.99,2026-04-01
834,3151,645347.99,,
835,4850,624254.68,436629.13,2026-04-23
836,3060,148977.41,190691.03,
837,3429,,397108.25,2025-06-24
838,4955,91671.15,622536.69,2022-09-29
839,3048,161071.93,313540.7,2025-07-15
840,143,,130391.51,2022-10-12
841,1665,117805.58,191187.53,2026-07-07
842,130,781785.47,739189.53,2024-07-01
843,1538,916866.94,854508.02,
844,2258,711805.15,115392.53,2026-03-30
845,1068,318665.2,882911.05,2024-04-23
846,1360,793974.49,534214.52,2023-06-22
847,190,100769.82,567.72,2025-03-13
848,297,396509.86,,2022-11-29
849,804,680185.67,40289.73,2023-05-15
850,4932,875497.59,478025.9,2024-04-22
851,619,920429.61,,2022-11-10
852,3681,432075.21,763733.27,2022-12-12
853,3562,229352.03,297681.96,2023-09-20
854,3455,494839.64,225700.63,2024-04-20
855,795,836823.72,925352.46,2024-05-11
856,2968,933017.18,692523.82,2023-04-07
857,1762,,,2026-11-15
858,142,523669.77,,2025-01-14
859,129,437264.74,16197.11,2025-06-02
860,159,524088.97,358840.04,2025-02-08
861,3661,330303.46,142038.76,2024-11-05
862,63,641991.71,113280.2,2023-06-06
863,2692,,878763.46,2026-10-28
864,4341,658964.51,713984.37,2025-08-26
865,2969,274796.15,,2023-12-16
866,2361,107547.48,847388.25,2024-09-17
867,366,674175.92,111322.22,2025-02-13
868,603,,601404.53,2023-10-18
869,278,293096.91,526346.55,2025-09-17
870,3545,,,2023-04-15
871,2915,244276.7,709877.78,2024-03-06
872,1682,515595.13,497002.9,2024-09-01
873,1149,,12176.72,2026-10-02
874,4303,792618.34,272609.59,2025-08-21
875,3254,52755.08,538701.91,2023-01-05
876,4688,178334.1,396321.66,2023-09-29
877,4883,461819.8,752448.44,2023-06-17
878,4046,747195.96,805837.56,
879,2912,328978.05,160032.36,2023-10-07
880,865,568586.65,577416.13,2026-12-02
881,2347,988885.16,,2024-12-20
882,1736,872555.9,669922.79,2023-05-04
883,410,765296.58,502391.3,2026-08-19
884,2259,941160.53,703232.82,
885,226,205794.19,246340.04,2024-09-13
886,3966,344257.11,527897.99,2022-10-11
887,2463,951097.46,921985.26,2025-01-14
888,3098,789109.04,452915.69,2022-08-21
889,3209,895396.04,172189.13,2023-09-12
890,1030,822833.8,13996.25,2024-10-28
891,3677,677849.07,,2026-11-05
892,1438,358059.34,206482.88,2024-06-27
893,1622,938632.8,830961.4,2026-02-25
894,507,540947.75,10915.32,2023-06-29
895,1663,990422.96,35227.03,2024-11-17
896,3782,320005.87,932806.97,2025-07-19
897,3018,466225.97,609557.67,2025-01-22
898,657,672823.11,494431.5,2023-03-11
899,601,59589.44,729867.26,2022-08-16
900,4917,,318567.35,2022-10-21
901,2124,620523.37,617116.59,2024-09-11
902,1725,634327.68,421922.96,2025-12-20
903,1205,742606.17,666314.73,2026-03-11
904,586,324025.13,607938.77,2023-06-16
905,2816,499631.81,933085.76,2026-10-07
906,1360,312553.85,188894.98,2026-06-14
907,584,886848.2,145815.71,2023-03-30
908,2596,612687.08,132815.57,2025-01-10
909,2890,617130.51,409800.81,2024-10-04
910,755,875340.84,359872.55,2026-07-29
911,4894,333694.45,952754.54,2024-02-05
912,90,612352.95,426751.23,2026-08-06
913,2889,,50893.61,2023-03-30
914,882,,325017.04,2025-10-11
915,4236,,,2026-12-12
916,1183,918455.16,749634.8,2025-08-05
917,2617,873598.17,150836.84,2025-09-17
918,742,276624.69,124736.46,2023-02-06
919,576,927051.19,182227.25,2023-10-27
920,1010,425911.28,137760.12,2023-10-19
921,3475,877618.16,531851.87,2025-04-21
922,3697,876730.74,550939.2,2024-03-28
923,2070,193404.45,774379.8,2025-09-07
924,4013,992198.82,260938.28,2025-12-17
925,1132,679101.98,398852.88,2023-11-28
926,4541,869496.11,91380.45,2026-09-27
927,2087,936276.94,814393.43,2025-04-22
928,2675,313734.25,557345.46,2025-10-25
929,475,783054.89,510436.72,2025-11-11
930,844,732392.33,386105.25,2023-08-03
931,4825,210659.54,983829.97,
932,2248,65824.91,418492.57,2023-01-16
933,2123,552160.9,89836.84,2024-02-21
934,1803,431968.29,351932.7,
935,462,515867.28,469942.75,2024-11-04
936,4368,340244.53,350247.53,2026-06-02
937,2628,326173.55,240288.72,2023-06-25
938,4621,749455.61,895649.19,2025-03-06
939,905,91618.24,916586.72,2024-09-22
940,3890,122126.53,292097.3,2022-12-09
941,451,222704.66,553381.45,2025-09-16
942,1765,658680.88,850628.38,2023-01-22
943,3323,733872.55,682921.3,2024-10-10
944,855,591664.07,360340.27,2026-01-19
945,1761,438344.44,620757.52,2024-11-22
946,2504,98921.51,759139.89,2024-10-13
947,2604,980345.8,244656.73,2025-10-26
948,2732,328419.94,188763.3,2025-10-29
949,3221,324610.99,320370.86,2023-02-27
950,569,868331.58,232447.47,2026-03-28
951,1599,601301.96,979518.27,2026-09-29
952,2793,458767.86,12736.95,2024-07-04
953,1793,478917.45,175149.25,2026-10-02
954,2230,27988.78,36416.42,2022-08-28
955,4063,399766.01,447873.47,2026-04-06
956,3803,567123.63,632220.27,2026-01-22
957,1121,126723.0,25348.97,2025-10-14
958,2240,915306.07,102725.19,2025-05-02
959,4758,310734.59,47300.07,2025-09-09
960,4241,901694.68,85191.29,2025-03-14
961,2532,121435.51,286981.51,2025-05-06
962,2656,826456.43,802774.47,2026-07-26
963,443,,494286.84,2024-05-11
964,3810,687351.9,367669.44,2026-01-25
965,1123,290146.32,351062.92,2024-10-03
966,2936,320681.12,,2024-10-18
967,2017,727297.69,852793.83,2024-03-11
968,4779,465321.71,,2026-11-05
969,742,738067.58,859507.96,2023-08-29
970,657,598920.17,394279.11,2023-10-25
971,2225,741142.41,834234.72,2025-03-21
972,2721,721051.72,753702.39,2024-03-12
973,4029,564836.01,191870.23,2023-10-25
974,3062,335308.78,393266.71,2026-03-06
975,2714,317865.25,656180.16,
976,1772,240533.92,316581.79,2026-09-21
977,863,97647.38,494739.28,2024-09-28
978,3479,376938.55,612637.82,2024-07-03
979,1871,79638.58,477598.23,2023-11-02
980,493,115142.5,699617.71,2025-06-28
981,124,841240.15,854391.45,2025-02-21
982,594,896935.23,254232.0,2022-11-07
983,632,306543.07,936046.97,2026-10-15
984,2121,956924.93,981982.18,2026-11-29
985,4260,385103.68,120698.71,2022-10-30
986,493,960436.7,123791.9,2026-06-29
987,2026,583133.8,786315.3,2025-08-25
988,964,,597796.85,2025-08-01
989,3493,949551.08,736130.7,2026-08-31
990,448,642543.05,983457.87,2026-01-14
991,692,281983.01,409533.52,2025-09-22
992,3980,5984.38,575375.04,2024-06-21
993,2922,809835.62,122591.76,2025-11-04
994,4746,791080.06,879312.83,2025-10-01
995,465,669522.43,,2023-02-04
996,639,589698.18,243283.77,
997,645,281032.92,,2025-12-25
998,3743,253741.01,869845.95,2024-07-06
999,1831,499300.68,630676.11,2026-03-09
1000,25,771267.82,,2026-06-06
1001,4555,889805.92,,2022-10-02
1002,3863,512699.56,744136.94,2022-12-15
1003,4334,373567.54,321697.93,2026-06-03
1004,258,437876.94,154295.33,2024-07-13
1005,116,884859.39,530137.42,2023-12-27
1006,1095,905080.31,96611.9,2024-09-08
1007,1644,999798.91,205909.12,2026-11-03
1008,4950,86293.81,71858.75,2026-01-05
1009,2190,748751.22,804431.33,2023-02-02
1010,1833,217869.01,800784.19,2026-11-04
1011,3336,217492.47,141515.91,2026-06-12
1012,522,894129.2,227226.99,2022-09-01
1013,4409,676821.53,507540.03,2026-03-17
1014,1701,161558.82,116446.48,2026-01-19
1015,4963,453535.39,399432.58,2023-02-05
1016,1086,342041.65,379809.45,2023-08-30
1017,2223,847639.2,518927.53,2023-10-29
1018,2847,557935.58,151604.0,2026-05-01
1019,4256,556007.86,299369.75,2024-08-09
1020,3224,721729.01,813463.15,2023-04-20
1021,3099,320915.21,623840.97,
1022,1075,622307.27,166274.2,2024-03-08
1023,921,704555.03,526694.76,2024-08-29
1024,3650,230874.77,,2025-01-28
1025,684,,537086.8,2024-01-21
1026,2213,455357.62,369148.27,2026-09-21
1027,3995,955902.46,370988.57,2024-01-06
1028,1044,,818626.03,2023-02-24
1029,2051,466515.27,563578.5,2022-07-18
1030,4215,865200.67,527835.38,2026-12-19
1031,2051,766071.87,75403.19,2023-04-05
1032,358,87608.38,670482.93,2025-07-31
1033,3687,276848.45,35897.98,2025-07-18
1034,1159,776442.01,,2026-03-25
1035,1921,325290.68,887924.6,2025-04-14
1036,2526,228941.87,179123.97,2024-04-24
1037,4030,442462.72,589286.95,2026-06-19
1038,654,898661.8,37669.0,2026-09-10
1039,2533,22724.38,209678.28,2026-04-11
1040,4138,246957.18,437338.96,2024-02-12
1041,2560,896319.5,23107.52,2025-08-08
1042,2192,898502.64,610208.78,2024-09-14
1043,2702,970546.67,195085.78,
1044,2119,208539.3,799500.01,
1045,2197,53276.74,143222.36,
1046,624,889589.77,285759.9,2026-10-24
1047,3523,,,2026-04-04
1048,3246,402577.69,505666.35,2026-04-29
1049,3687,,,2023-08-22
1050,3876,572471.35,892313.07,2024-10-01
1051,2616,821202.31,356610.04,2025-08-19
1052,1616,550331.93,607521.87,2025-02-11
1053,4680,725518.1,711721.98,2025-09-25
1054,4272,98366.76,373996.09,2023-11-04
1055,1383,672370.14,239648.04,2023-08-13
1056,3959,720541.04,672707.03,2024-12-06
1057,647,282182.98,104431.25,2024-01-08
1058,3965,413040.73,804535.0,2023-06-04
1059,1650,597097.7,950633.6,2025-06-10
1060,2611,636875.63,925006.75,2022-07-20
1061,471,144738.26,671266.58,2024-10-12
1062,2756,598572.67,950196.05,2023-04-21
1063,20,979267.22,477199.89,2022-10-26
1064,3714,197055.87,835508.38,2025-11-24
1065,1557,196634.0,366680.75,2026-06-15
1066,693,286994.15,724710.37,2026-02-23
1067,4816,285285.24,315279.24,2024-10-27
1068,1869,414706.72,112403.69,
1069,3488,458382.32,80118.28,2024-12-05
1070,3901,793351.83,204503.81,2022-12-10
1071,3365,284095.94,995917.15,2026-01-12
1072,875,984798.57,481109.78,
1073,4761,158922.63,321400.3,2022-09-11
1074,1047,716056.68,251826.78,2022-11-08
1075,3204,97847.62,587740.22,2025-10-17
1076,3972,548827.83,792229.8,2025-09-28
1077,964,474003.77,133503.5,2024-05-02
1078,1378,196501.98,751962.5,2025-11-13
1079,210,256004.65,127353.23,2025-12-23
1080,968,313948.54,614492.57,2024-12-20
1081,3973,182829.11,609219.62,2023-07-20
1082,3012,291429.19,483041.29,2025-11-01
1083,4135,631992.53,976807.21,2022-08-05
1084,3058,819573.68,617662.66,2022-11-12
1085,756,612984.56,251681.39,2024-02-06
1086,1225,719353.26,801922.02,2026-02-14
1087,4676,670677.21,913591.68,2022-11-04
1088,1517,990804.05,295122.82,2026-12-04
1089,4920,,81921.8,2025-05-12
1090,911,,992682.92,2023-08-14
1091,4948,326376.04,425634.52,2025-04-05
1092,2904,285717.6,981489.69,2023-11-04
1093,4895,,344770.98,2024-03-23
1094,4060,884943.38,820845.43,2024-12-06
1095,3985,749416.34,843629.02,2023-10-27
1096,2252,727814.67,719454.4,2022-09-11
1097,3612,633835.05,805885.79,2026-12-19
1098,2276,109861.04,433237.08,2026-03-28
1099,3197,947914.02,6527.95,2025-08-23
1100,3801,944602.68,148683.31,2026-08-08
1101,4432,451901.88,559106.92,
1102,2154,,150173.07,2023-09-08
1103,1984,,294113.15,
1104,913,123476.34,153715.59,2023-01-23
1105,1733,915599.34,459384.83,2026-07-06
1106,4439,108179.62,775791.84,2023-06-30
1107,4728,427744.63,19577.26,2024-11-30
1108,4400,87844.44,926699.08,2023-03-27
1109,1054,873377.11,854492.76,2023-03-15
1110,3783,917428.33,681863.17,2025-09-28
1111,4283,34647.2,731215.53,2023-09-03
1112,3809,146208.12,77861.5,2024-06-07
1113,2367,542097.44,296537.71,2026-07-30
1114,1654,406322.45,631801.6,2022-10-09
1115,3229,976824.18,804134.61,2026-07-11
1116,4095,957897.76,610245.44,2025-04-25
1117,4206,873327.67,96847.04,2022-08-10
1118,736,402945.05,872011.24,2026-10-19
1119,3076,425457.37,,2025-08-21
1120,266,,68932.2,2025-06-28
1121,3306,,183092.28,2024-11-25
1122,2261,779311.0,329601.39,
1123,3335,695407.53,415267.95,2023-10-18
1124,2765,,707725.54,2023-01-15
1125,4385,386936.72,308515.79,
1126,2127,643626.39,442622.14,2025-12-06
1127,440,391114.38,634638.83,2026-03-18
1128,2209,651883.3,469431.43,2026-02-07
1129,4317,207226.06,744289.54,2023-01-29
1130,603,944164.43,388197.08,2023-04-27
1131,4361,965938.58,39900.04,2025-03-16
1132,2542,569104.74,686918.49,2023-05-24
1133,2447,857392.77,132105.65,2023-06-22
1134,1818,971400.26,254400.47,2024-05-31
1135,4887,426333.24,693681.56,2024-01-11
1136,248,916431.68,772613.35,
1137,2364,686386.75,480712.95,2026-01-26
1138,1736,,563981.97,2024-05-02
1139,1063,223927.53,305862.97,2026-07-05
1140,1025,650802.06,,2025-07-04
1141,417,579961.23,664996.69,2023-08-23
1142,3353,836554.77,620726.68,2024-03-30
1143,75,595420.12,513183.94,2024-11-01
1144,1979,851992.39,525350.8,2024-07-03
1145,2020,309212.8,253636.09,2022-09-23
1146,1361,87262.91,603254.28,2026-06-29
1147,2693,174251.96,190835.07,2024-02-14
1148,1323,143373.02,212005.14,2026-04-25
1149,740,405875.44,47034.41,2024-11-16
1150,826,667237.68,72986.47,2024-08-11
1151,4592,236357.07,719346.0,
1152,4274,39168.17,401516.9,2025-02-05
1153,1164,227414.64,894805.58,2024-07-21
1154,4133,603425.34,684440.75,2024-12-17
1155,4920,279593.73,893454.56,2025-05-13
1156,320,968077.95,77453.66,2024-01-15
1157,2524,844897.25,370436.92,2024-11-16
1158,3242,484563.9,419958.52,2022-12-26
1159,1243,758260.93,324054.51,2026-10-29
1160,87,,547990.77,2023-08-20
1161,1114,614271.94,225248.21,2025-10-02
1162,3919,232701.6,154702.18,2025-01-13
1163,4460,632736.63,832046.73,2024-03-08
1164,2780,617914.47,538159.27,2022-12-26
1165,744,964872.59,781843.77,2025-02-23
1166,988,488665.71,884978.79,2024-01-09
1167,3347,589782.25,,2023-09-09
1168,2390,329155.82,491397.81,2025-12-19
1169,458,220342.62,181933.97,2024-03-06
1170,3125,957492.88,336672.64,2025-08-15
1171,1363,66357.3,490192.72,2026-06-30
1172,4640,265520.92,696140.74,2023-04-20
1173,1690,64753.45,,2026-01-24
1174,2229,373474.02,782825.56,
1175,1413,810973.7,488162.73,2024-10-21
1176,1714,441769.55,741395.71,2022-07-19
1177,1466,245443.99,687535.05,2025-05-25
1178,3541,576019.48,469163.59,2026-08-17
1179,2606,850922.14,728870.9,2026-04-04
1180,3432,599441.52,368474.66,2023-10-02
1181,2821,828443.87,756686.11,2023-08-13
1182,2000,552510.0,154393.68,2025-08-09
1183,1155,534877.57,359011.04,2022-07-01
1184,4558,27755.41,211610.66,2026-08-06
1185,3382,747284.83,215324.77,2022-07-10
1186,436,45667.43,543243.66,2023-04-14
1187,4378,132734.35,991415.23,2024-07-16
1188,1708,73351.57,772377.25,2024-12-24
1189,4436,563217.23,442788.64,2023-03-27
1190,123,530335.6,619569.21,2022-07-02
1191,49,,760413.15,2025-04-15
1192,4431,96782.45,220209.68,2023-05-01
1193,28,155305.88,166287.96,2026-09-08
1194,187,216538.55,104103.62,2024-03-12
1195,3069,114116.16,367396.42,2023-05-17
